Label,Occupancy
10,Reunion Recreation Center Pool House
10,Reunion Recreation Center Recreation Center
10,Reunion Recreation Center Swimming Pool
31,Reuse Transfer Pump Station Bldg
32,Reverse Osmosis Treatment Plant Generator Box Elder Creek kw standby
32,Reverse Osmosis Treatment Plant incl Includes treatment system hp and hp pumps controls flowmeters chemical feeders valves piping
32,Reverse Osmosis Treatment Plant UKA Upper Araphoe Water Well incl feet deep scada hp pump
23,Revolution large raft slide
23,Revolution tower and Conveyor
23,Reynolds Landing Acres
32,RHWPF Ammonia Building
31,Ridge Pump Station
31,Ridge Run Tank
23,Ridgegate Flow Control Valve Vault
23,Ridgegate Isolation Valve Vault
10,Ridgeview Park
31,Ridgewood Pump Station incl Site Improvements Fencing
31,Ridgewood Water Tank incl Site Improvements Fencing
10,Rifle Library
31,River Bend Lift Station
23,River Country over Cimmaron Bridge
0,River Country Fiberglass slides
23,River Country Lower Bridge
23,River Countryover Thunder River Bridge
31,River Queen Booster Station incl hp pumps controls scada valves piping
31,River Run Lift Station
31,RiverFramePump
10,Riverside Library
23,Riverstone Entry Stone Pillars wlamps
39,RO Plant
26,Roadway Improvements Hot Bituminous Pavement
10,Robbins Park Playground Equipment
10,Robert A Easton Regional ParkShelter
31,Robinson Ranch Well Facility wTelemetry
31,Rock Bridge Lake PumpsStructures
31,Rock Bridge Pipe
10,Rock Monument
23,Rock Retaining Wall
23,Rockrimmon Branch
10,Rodeo Arena Crows Nest Concession Stands Bleachers
31,Rolling Hills Booster Pump Station
6,Roofing Materials in Storage
10,Ropes Course
6,Ropes Course Equipment Shed
10,Rose Garden Gazebo
20,round about landscaping Boulder Rocks Trees Shrubs and plants
23,Roundabout Hardscaping
23,Roundabout with signage and landscaping
15,Rox Lift Station Chemical Handling Facility
10,Roxborough Library
31,Roxborough Lift Station
6,Roxborough Rampart Court Storage
30,RPS Generator
31,RR Lift Station River Ranch
23,RTU BFV Telemetry Activator Motor
23,RTU
23,RTU two TRU Units
10,RTU Carter Lake Station
23,RTU Twin Mounds
10,Rubber Surface Baseball Field wdugouts Schaefer Athletic Complex
10,Rubberized Play Surface
23,Rubicon Gate Telemetry System HERIN
31,Rueter Hess Well House wtelemetry
31,Ruin Canyon Pump Plant
10,Runway Pool bathhouse fixtures playground
31,Rustic Dawson Well wTelemetry
31,S Blue Pump Station UGround Vault
10,S Platte Park Garage
30,Sable Generator kw capacity
31,Sable Pump Station incl hp hp pumps VF drives controls
36,Sable Reservoir M capacity
31,Saddler PUD Pump Station
10,Saddlewood Park Playground
6,Safety Storage Building
6,Sales and Info Center and Garage
23,Sales Sign on New Liberty Rd
23,Salisbury Heights
23,Sampling Building Actus
23,Sampling Building SAFB Base
31,San Juan River Pump Station
23,San Juan WTP Building
23,Sand and Gravel Building
23,Sand Bin
23,Sand Creek Augmentation Station Laser Flow Device
23,Sand Creek Branch
23,Sand Creek Elememtary Shelter
10,Sand Creek Elementary Restroom
23,Sand Filter Basin
6,Sand Storage
10,Sand Volleyball Court Lighting
23,Sandscape Curb Step Out SF
23,Sandscape Curb Step Out LF
23,Sandscape Sidewalks SF
23,Sandstone Pavers
31,Sandstone Pump Plant
31,Sandstone Pump Station SCADA
31,Sandstone Underground Water Pump Station
31,Sandstone Water PumpStation K Gallon Below Ground Tank
32,Sanitary Sewer Manholes
32,Sanitary Sewer Service Services
32,Sanitary Sewer PVC
32,Sanitary Sewer R R Asphalt
32,Sanitary Sewer R R Curb and Gutter
32,Sanitary Sewer Utility Crossing
32,Sanitary Sewer Improvements inch force main valves wyes bends manholesflushing stations
32,Sanitary Sewer Water Reclamation Facility
31,Sanitation Lift Station
39,Sanitation Plant
39,Sanitation Plant Steel Building
32,Sanitation Treatment Plant B w Improvements
10,Sanolet Enclosure Estates Park
10,Santas House Brown Shed for Ice Rink
31,Santation and INF Building Sampler and Controls w pumps and motors each
23,Sapinero Television Translator
23,Sargents Television Translator Bldg
31,Sawmill Lift Station
23,SBR Basins
23,SC Floride SystemPAFB
23,SC Garage
32,SCADA
31,SCADA Airport Tank
32,SCADA Head
32,SCADA Site
32,SCADA Site A
31,SCADA at Pump Station acres
32,SCADA Controls and Conduits
20,SCADA Equipment and Controllers
31,SCADA Improvements Water Control Building A
31,SCADA Improvements Water Control Building B
32,SCADA System
32,SCADA System System Wide
32,SCADA Systems Strohauer
32,SCADA throughout District
32,SCADA with Vault
32,SCADA with Vault Telephone Tower
31,SCADAOther Controls at Water Treatment Plant
23,SCBA Maze
10,Scenic View Park Playground Equipment
31,Schaefer Athletic Complex Pump House
31,Scheduled Pumps and Wells on file
25,School Connection Bridge
25,Schoolmarm Water Tank
23,Schriever AFB Bulding
23,Scoreboard Field
23,Scoreboard Main Nevco Scoreboards
23,Scoreboards Schaefer Athletic Complex
31,Scott J Morse Pump Station incl permanently installed equipment fence and gate
23,Screamin Mimi sled ride
23,Screw Press Accessories at WWTF
23,Sculptor Drive and Mountain Lion Drive
10,Sculpture Bases
10,Sculpture Idenification
10,Sculpture with Attached Bench
23,Scum Manhole
31,SE NW S T PM Tank
23,SE sec SW W of NW sec twp N Rng E
23,Secondary
32,Secondary Clarifier
32,Secondary Clarifiers
32,Secondary Clarifiers Splitter Box
23,Secondary Complex
23,Secondary Entrance Wall
23,Secondary Farm Sign
10,Secondary Monument
31,Secrest Court M Gallon Concrete Tank
10,Secrest Recreation Center Swimming Pool Outdoor
10,Secrest Recreation Center incl gym fitness center lobby SI incl flagpole fencing lighting signage paving
23,Security BuildingGate House
23,Security Camera total Silver Grill
23,Security Camera total Dalzell camera pull power for camera
11,Security Camera total OFAE Parking Garage
23,Security Camera total OTS Bldg Tula
23,Security Camera total OTS Bldg DDA
23,Security Camera total OTS Bldg Coops
23,Security Camera total Tenney Alley Austins
23,Security Camera total Trimble Alley
11,Security Camera total OT Parking Garage Mountain
23,Security Camera total MFA
23,Security Camera total Opera Galleria
23,Security Camera total W Oak Alley
23,Security Camera total Linden OFAE
23,Security Camera total WMtn Alley
23,Security Camera total Tenney Alley
23,Security Cameras
23,Security Entrance Building
23,Security Gate Front entrance
23,Security Gates and Cameras
8,Security Office
23,Security Shack
23,Security System
6,Semi Box Storage Unit FW
24,Sentry Wildfire Siren
23,Sep doc
23,Septic System for Control Boxes
32,Sequencing Batch Reactor at WWTP
10,Seracuse ParkClockBollardPlaque
23,Serfer Locatoin
8,Service Center
31,Service Water Intake
10,Settlement Pond Park Playground
23,Settling Tubes
32,Sewage Lift Sewage Lift Station w Backup Power
32,Sewage Lift Sta UG Concrete Vault
32,Sewage Lift Station
32,Sewage Lift Station incl hp pumps controls wetwell scada
32,Sewage Lift Station w Backup Power
32,Sewage Meter Pit
32,Sewage Pump House
32,Sewage Treatment Plant mgd capacity including aeration basins hp and hp blowers centrifuges clarifiers hp pumps piping controls SI bollards automatic gate railings
32,Sewage Treatment Shed
32,Sewer Aerial Crossing Across Eagle River
32,Sewer Aerial Crossing Across Squaw Crk
32,Sewer Aerial Crossing at Glen Lyon Bldg
32,Sewer Aerial Crossing Behind Stop Save
32,Sewer Aerial Crossing Minturn Bridge
32,Sewer Aerial Crossing S Frontage
32,Sewer Aerial Crossing S Frontage Rd
32,Sewer Aerial Crossing West Vail Interceptor
32,Sewer Aerial CrossingBob the Bridge
32,Sewer Aerial CrossingBridge Rd
32,Sewer Aerial CrossingKinnikinnick Rd
32,Sewer Aerial CrossingKinnikinnik Rd
32,Sewer Aerial Crossings Gore Creek Westhaven
32,Sewer Aerial CrossingsGore Creek
32,Sewer House
32,Sewer Lagoons
32,Sewer Lift Pump Sta Grinder
32,Sewer Lift Station
32,Sewer Lift Station bldg generator
32,Sewer Lift Station Underground Concrete Vault
32,Sewer Lift Station including Generator
32,Sewer Lift Station generator
32,Sewer Lift Station Control Panel
32,Sewer Lift Station including propane tank
32,Sewer Lift Station Propane Tank
32,Sewer Lift Station bldg Gal Propane Tank
32,Sewer Lift Station Bldg Control Panel
32,Sewer Lift Station Bldg
32,Sewer Lift station valve vault
32,Sewer Lift Stations
32,Sewer Meter System
32,Sewer Metering Station
32,Sewer Odor Control Station
32,Sewer Pipe Bridge
32,Sewer Plant
32,Sewer Plant and Lift Station
32,Sewer Plant Garage
32,Sewer Treatment Tract B
32,Sewer Treatment ApplicationInfiltrators
32,Sewer Treatment Plant
32,Sewer Treatment Plant Blower Bldg
32,Sewer Treatment Plant Influent Bldg
32,Sewer Treatment Plant Chlorination Bldg
23,Shade Canopy
23,Shade Shelter
23,Shade Shelters
23,Shade Structure
23,Shade Structure Trellis
10,Shade Structure Sunset Park
23,Shade Structure x
10,Shade Structure and Benches on Trail
10,Shade Structure at Lake Lake Park
10,Shade Structure at Maplewood Park
10,Shade Structure at Tibet Park
10,Shade Structure in Park
10,Shade Structure Benches Bike Repair Station
23,Shade Structures Large
23,Shade Structures Small
23,Shade System Fabric Tornado Shade Structure
10,Shades in Pool Area
23,Shaft House Equipment Willow Creek
31,Shallow Lawn Well
6,Shed
31,Shed Pad at Lift Station
6,Shed sided deep x wide
10,Shed A at th Street Park
10,Shed B at th Street Park
6,Shed Blue enclosed wide x deep
6,ShedTool Shop x
31,ShedWater Pump x
6,Sheds ea
23,Shelter
10,Shelter Discovery Park
10,Shelter East Park
10,Shelter West Park
10,Shelter Playground Mossbrucker Park
10,Shelter Restroom
10,Shelter Belleview Acres Park
10,Shelter Blue Heron Park
10,Shelter Chaucer Park
10,Shelter Christensen Meadows Park
10,Shelter Columbine Hills Park
10,Shelter Columbine Park and Pool
10,Shelter Easton Regional Park
10,Shelter Estates Park
23,Shelter Friendly Hills Greenbelt
10,Shelter Governor Grant Park
10,Shelter Lakehurst Park
23,Shelter Lilley Gulch Rec Center
10,Shelter Mossbrucker Park
10,Shelter Tract M Park
10,Shelter Trappers Glen Park
10,Shelter Valley View Park
10,Shelter Wayside Meadows Park
10,Shelter Weaver Hollow Park and Pool
10,Shelter West Laurel Park
10,Shelter Westbury Park
10,Shelter Wingate South Park
10,Shelter Woodmar Square Park
10,Shelter Dock Robert F Clement Park
10,Shelter expPicnic SanoLot
6,Shelter House Tuff Shed
23,Shelter Houses
10,Shelter Houses Robert F Clement Park
10,Shelter Near Basketball Court
10,Shelter North at Town Park
23,Shelter Rectangle Hip X Schaefer Athletic Complex
10,Shelter South at Town Park
10,Shelter picnic tables fencing
23,Shelters th Ave West Greenbelt
10,Shelters Columbine Sports Park
10,Shelters Coronado Park
10,Shelters Easton Regional Park
10,Shelters Phase Robert F Clement Park
23,Shelters at Common Point Shooting Range
10,Sheridan Community Center Recreation Center
10,Sheridan Community Skateboard Park
31,Sherrelwood complex w Pump Stn
6,Shop
6,Shop Austenfeld Palmer
6,Shop Large New
6,Shop old small
6,Shop Radios IT equipment
6,Shop Small New
6,Shop EquipmentFarr
8,Shop and Office
8,Shop and Office incl Gates
6,Shop and Pole Barn incl storage mezzanine
6,Shop Building
6,Shop Building Kramer Ranch
6,Shop Building Scada Computer System
10,Shop BuildingRestroom incl BPP
8,ShopOffice
8,ShopOfficeChemical
23,Shot Barrier Curtains
23,Shower Fountain
10,Showers Building Campground SI fencing baseball backstops bleachers basketball courts playground equipment
23,Shrub Beds
23,Shrub Beds SF
23,Shrubs
23,Shrubs at each
23,Shrubs approximately
23,Sidewalk
23,Sidewalk Filing A Tract B
23,Sidewalk ft Filing Tract C
23,Sidewalk ft w Stairs Filing B
23,Sidewalks
23,Siemens DCA Vantange Analyzer AC
8,SIEP OfficeGreenhouse Building
8,SIEP OfficeStorage Building
31,Sierra Ridge Lift Station wTelemetry
23,Sign
23,Sign Boundary Marker with lanterns
10,Sign Monument Hwy Boyd Lake Ave
23,Sign Southeast Corner
23,Sign Belleview Shores
23,Sign Bowles Village
23,Sign Chanson Plaza
23,Sign Northeast Corner
10,Sign A Monument
23,Sign and Water Features
23,Sign at Eastman
10,Sign at Berry Park
10,Sign at Lake Lake Park
10,Sign at Prentice Valdai Park
10,Sign at Tibet Park
10,Sign at Yakima Park
23,Sign in Entrance Way Platte Canyon
23,Sign Located at th Street
23,Sign PylonsSigns Lights
23,Sign with Lights
23,Signage East Boundary Marker
23,Signage East Entry Sign
23,Signage Eastside Directional Sign
10,Signage Monument Hwy Hahns Peak Dr
23,Signage Motorplex Entry
10,Signage Motorplex Entry Sculpture
23,Signage Motorplex I
23,Signage and Wall
23,Signage at Inspiration Club
23,Signage throughout District
23,Signs
23,Signs Directional
23,Signs Light Rail Connection
10,Signs Motorplex RAB Sculpture
23,Signs Lettering on Wall
23,Signs Lighted
11,Signs Stop Signs Parking Signs etc
10,Signs at Maplewood Park
10,Signs at Recreation Center
23,Signs Interpretive
23,Signs Non lighted
39,Signs Fences Planters Retaining Walls Bus Shelters
31,Silo
6,Silo concession building
10,Silt Library
23,Silver Heights Microwave IT equipment
31,Silver Horn Lift Station with Improvements
10,Silver Wood Park Trash Cans
23,Simla Road and Bridget Tower
23,Simla State Tower Microwave Radio IT Equipment
8,Simms Street Center incl offices gym classrooms SI incl signage fencing benches picnic tables tennis courts paving
31,Singing Hills Tank controls wtelemetry
10,Single Fold Double Fold Limestone Art Sculptures
23,Single Head Hess Ped Light
11,Single Tree Community Ctr Incl Outdoor Furniture Parking Lot
23,Siphon piping
23,Site Improvements any scheduled location
10,Site ImprovementsTennis Courts
23,Site Lighting
23,Site Lighting Control Panels
23,Site Utilites Through District
23,Sitework Retaining Ponds Site Concrete Curb Gutter Undergrounds Asphalt Sidewalk
23,Sitting Area
10,Six Bike Racks at each
23,Six Tree Gates each
10,Sixth Ave West Pool Poolhouse
23,SixtySix lights at each
23,Skate Hut
10,Skate Park
10,Skate Park Equipment
23,Skate Ramp
23,Skate Rink Including Dasherboards Matrax underlayment Skates Skate Sharpener
10,Skateboard Park
23,Skating Rink Open Metal Shelter Area
31,Ski Hill Underground Water Tank k Gallons
10,Ski LodgeOffice Space incl deck SI railings play set climber and bench
23,Skier Bridge
23,Skier Funnel Bridge
31,Sky Ranch Concrete Tank M Gallon capacity
31,Sky Ranch High Service Pump Station Includes hp and hp pumps VF drives kw standby generator scada piping
31,Skyland Well House
10,Slaughter House Gulch Trail
10,Slaughterhouse Gulch Park
10,Sledding Hill Benches
39,Sledding Hill Trash Cans
23,Slide Merry Go Round and Teeter Toter
32,Sludge Handling Building
32,Sludge Plant
32,Sludge Plant Processing Equipment
32,Sludge Thickener
32,Sludge Transfer Building
23,Small Floating Boat Doc
10,Small Gazebo Sidewalk w Landscaping Irrigation and Playground Set
10,Small Kids Hexagon Shelter Benches and Tables with Grill
10,Small Monument Sign
8,Small Office Building
8,Small Office Building new
10,Small Play Structure
10,Small Shelter Powderhorn Park
10,Small Shelters Deer Creek Pool
10,Small Slide at Park
10,Small Stone Monument Sign
6,Small storage building new
32,Smith Irrigation Station
31,Smith Well One
31,Smith Well Two
4,Snow Bridge Employee Housing F
10,Snowball Booster Station
31,Snowball Water Storage Tank GaL
31,Snowball Water Treatment Plant
31,Snowberry Mil Gallon Water Tank
31,Snowmass Creek Pump Station incl hp pumps controls piping
