Occupancy description,scheme,label
"Snowmass Creek Pump Station incl: (4) 250hp pumps, controls, & piping.",ATC,31
Snowmelt System thoughout District,ATC,23
So. 2 Building 20' x 15' - Small Bldg,ATC,23
SO2 Building,ATC,23
Soccer Field,ATC,10
Soccer Field (fencing & irrigation),ATC,32
Soccer Goals and Volleyball Nets,ATC,10
Soccer Shed,ATC,6
Soda Ash Building incl. Silo,ATC,32
Softball Shed,ATC,23
Solar Bee Machine,ATC,31
Solar Bubbler Aeration System,ATC,31
Solar Greenhouse,ATC,20
Solar House,ATC,30
Solar Monitoring System,ATC,30
Solar Panels (2) and structure,ATC,30
"Solar Panels System consisting of 160 panels, ground mounts, inverters, backup generator, etc. A 64 kw system",ATC,30
SolarBee #69 Medora SB10000 v18,ATC,31
Soldier Canyon Dam Elevator/Valve House,ATC,23
Soldier Canyon Upper Vault & Elevator Shaft,ATC,23
Solid Handling Building,ATC,23
Solids Building #7,ATC,23
Solids Composting Building,ATC,32
Solstice Alta umbrellas with District logo (2),ATC,23
Solstice Alta umbrellas with District logo (3),ATC,23
Solterra Filing 12 Tract C Tot Lot,ATC,23
Solterra Filing 12 Tract C Tot Lot - Solterra 2,ATC,23
Solterra Filing 12 Tract C Tot Lot - Solterra 3,ATC,23
Solterra Filing 12 Tract C Tot Lot - Solterra 7,ATC,23
Sopris Village Lift Station,ATC,31
South Augusta Loop,ATC,23
South Bayview Shelter divided into 10 wood frame cabanas,ATC,23
South Blue River Wastewater Treatment Plant,ATC,32
South Booster Pumphouse,ATC,31
South Crestone Tank,ATC,31
South Crestone Water Tank,ATC,31
South Entry Sign,ATC,23
South Filtration Plant Building 1 with Improvements,ATC,39
South Filtration Plant Building 2,ATC,39
South Lift Station,ATC,31
South Madden Well & Pump and ElectricalStation,ATC,31
"South McIntyre Street 48"" RCP Reconstruction Project",ATC,23
South Par3 Pumphouse,ATC,31
South Pavilion,ATC,23
South Platte Park,ATC,10
South Platte Pump Station,ATC,31
South Platte Reservoir,ATC,36
South Platte River Crossing,ATC,23
South Pump,ATC,31
South Pump Building,ATC,31
South Pump House and Well,ATC,31
South Secondary Clarifier,ATC,32
South Shade Structure,ATC,23
South Suburban Golf Course Bridge 1-7,ATC,10
South Suburban Golf Course Bridge 2-7,ATC,10
South Suburban Golf Course Bridge 3-7,ATC,10
South Suburban Golf Course Bridge 4-7,ATC,10
South Suburban Golf Course Bridge 5-7,ATC,10
South Suburban Golf Course Bridge 6-7,ATC,10
South Suburban Golf Course Bridge 7-7,ATC,10
South Suburban Golf Course Garage/Shop,ATC,10
South Suburban Golf Course Grounds Storage Building,ATC,10
"South Tank - 750,000 gallon capacity; concrete in-ground tank; incl: scada.",ATC,31
South Valley 2 M Gal Tank,ATC,31
South Valve Chamber,ATC,23
South Water Treatment Plant,ATC,31
South Water Treatment Plant:  Generator,ATC,31
South Well & Vault,ATC,31
South Well House with Improvements,ATC,31
"Southbridge Park Playground, Shelter, Fields and courts",ATC,10
Southgate Pump House,ATC,31
Southlawn Pool and Slide,ATC,10
Southlawn Pool Bathrooms and Mechanical Shelter,ATC,10
Southmoor Lift Station & Fencing,ATC,23
SP DW Bldg,ATC,23
"Spanish Peaks Water Tank - 100,000 Gallon capacity; welded steel tank.",ATC,31
"Spanish Peaks Water Treatment Plant & lab office - incl: 200kw standby generator, filters, (2) 5hp pumps, piping, and controls.  SI: bollards and paving",ATC,32
"Spillway structure, valves, monitoring equipment (inflow and outflows)",ATC,23
Spine,ATC,23
Splash Kiddie Pool,ATC,10
Splash Pad,ATC,23
Splash Park @ Robert F. Clement Park,ATC,10
Splash Park Pump House incl. Mechanical Pump Equipment @ Robert F. Clement Park,ATC,31
Splash Pool & Slide @ Lookout Park Pool,ATC,10
Splashland Pool/Bathhouse/Filter House,ATC,10
Splashpad,ATC,23
"Split Above Ground Fuel Tank: 1,040 Gal Diesel & 776 Gal Gas",ATC,19
Split Rail Fence,ATC,39
"Split Rail Fence (1,530.67 linear feet)",ATC,39
"Split Rail Fence (2,000 LF)",ATC,39
Split Rail Master Meter,ATC,23
Split Rail Vinyl Fence,ATC,39
Sport Court,ATC,23
Sport Court & Swimming Pool,ATC,10
Sports Complex incl skate park but excluding batting cages,ATC,10
Sports Court,ATC,23
Sports Court - Main Park,ATC,10
"Sports Courts, Tot Lot, Decks",ATC,23
Sports Rink,ATC,23
Spots 24 @ $490.88,ATC,23
Spraddle Creek BPS,ATC,23
Spraddle Creek RTU,ATC,23
Spraddle Creek Tank (0.29MG) Underground,ATC,31
Spray Garden,ATC,23
"Spring Creek Park Pavilion incl. Site Improvements (Athletic Equipment, Fencing, Signage, and Paving)",ATC,10
Spring Creek Trail,ATC,10
Spring Gulch - Equestrian Pond Restroom,ATC,10
Spring Gulch - Equestrian Pond Shelter,ATC,31
Spring Gulch - Playground,ATC,10
Spring Gulch - Restrooms,ATC,10
Spring Gulch - Shelter,ATC,23
Spring Place PRV,ATC,23
Spring Pumphouse # 3,ATC,31
Springer - Playground,ATC,10
Sprinkler Clock Controller - Hunter ICC 32 Zones,ATC,20
Sprinkler Clock/Controller,ATC,20
Sprinkler ControllerD-NW of Intersection,ATC,20
"Sprinkler Controllers C & F ($5,000 ea)",ATC,20
Sprinkler system,ATC,23
Sprinkler System including Backflow,ATC,32
Sprinkler System with Sod and Rocks,ATC,23
Sprinkler Systems,ATC,23
Sprinkler systems - North Range Village subdivision,ATC,23
Sprinkler systems - open spaces in Foxton Village,ATC,23
Sprinkler systems (excluding backflows) in District-owned open spaces,ATC,32
Sprinkler systems in open spaces maintained by district,ATC,23
Sprinkler systems in open spaces owned/maintained by District,ATC,23
Sprite Sculpture,ATC,10
"Sproul Pump #2 includes: (2) 150hp pumps, VF drives, and controls.",ATC,31
Squires Pumphouse & Well #1 Downhole w Generator & Fencing,ATC,31
"Squires Storage Tank- 143,000 Gallon",ATC,6
"Sr Field Dugouts (2 @ $3,000 ea.)",ATC,23
Sr. League Ballfield Lights,ATC,23
SSGC - Irrigation Controllers,ATC,32
SSGC Clubhouse,ATC,10
SSGC Pratt Bridge,ATC,23
SSGC Pump Station,ATC,31
SSGC Shelter,ATC,23
SSGC Shelter Restroom,ATC,10
"SSPRD Sports Complex including Outdoor Property (retaining walls, landscaping, bridge, concrete paths, asphalt for parking, etc.)",ATC,11
Stage including Decking & Shade Structure,ATC,23
Stage Walls,ATC,23
Stainless Annual Planter Pots (4),ATC,39
Stainless Annual Planters (2),ATC,39
Stainless Bike Rack (4),ATC,10
Stainless Bike Racks (9),ATC,10
Stainless Edger - 603 LF,ATC,23
Stainless Edger 617 SF,ATC,23
"Stainless Steel Art (120""x48""x36"")",ATC,10
Stainless Trash Receptacles (3),ATC,39
Stainless Trash Receptacles (5),ATC,39
Standby 4 Generator (550kw) and enclosure,ATC,30
Standby Generator 1 (400kw) and enclosure,ATC,30
Standby Generator 2 (170kw) with enclosure,ATC,30
Standby Generator 3,ATC,30
Standby Generator Control Building - WWTP,ATC,32
Stanley Park Concession/Restroom,ATC,10
Stanley Park Large Shelter,ATC,10
Stanley Park Small Shelter - Bluebird,ATC,10
Starter House at 18 Hole Golf,ATC,10
Starter Shed,ATC,6
Station #1,ATC,23
Station #1 with Land Improvements,ATC,23
Station #2,ATC,23
Station #2 with Land Improvements,ATC,23
Station #3,ATC,23
Station #3 with Land Improvements,ATC,23
Station #4,ATC,23
Station 1,ATC,23
Station 1 - including retaining wall,ATC,23
Station 2,ATC,23
"Station 2 - New Addition (Equipment Bay, Office, Bathroom & Storage Mezzanine)",ATC,8
Station 3,ATC,23
Station 3 including Fuel Tank,ATC,19
Station 4,ATC,23
Station 4 & flag pole,ATC,23
Station 5,ATC,23
Station 5: Burn Bldg,ATC,23
Station 6,ATC,23
Station 7,ATC,23
Station 8,ATC,23
Station A,ATC,23
Station C,ATC,23
"Station Street Light Poles & Fixtures, Pavers",ATC,23
Station/Office,ATC,8
Statue,ATC,10
Statue - 2 Frisbee Kids,ATC,10
Statue- - Boys Fishing,ATC,10
Statue: Girls/Mother,ATC,10
Steak-Out Trash Enclosure - Tenney Court North,ATC,39
Steel Building,ATC,23
Steel Building - Storage/Repair,ATC,6
Steel Containers (3),ATC,23
Steel Fencing w/ 4 Gates - 659 LF,ATC,23
Steel Office Building,ATC,8
Steel Pump House/Blower Building,ATC,31
Steel Rails and Doggy Bag Containers,ATC,10
"Steel Tank (285,000 Gal)",ATC,31
"Steel Tank 145,000 Gal",ATC,31
Steel Trellis/ Pergola,ATC,23
Steel Water Tank,ATC,31
Steel Water Tank -,ATC,31
Steel Water Tank - Telemetry,ATC,31
"Steel Water Tank 125,000 Gallon",ATC,31
"Steel Water Tank 2,500,000 Gallons",ATC,31
Steet Lights (35),ATC,23
Stepup Transformer,ATC,30
Sterne Park,ATC,10
"Sterne Park Shed, Shelter, & Restrooms",ATC,10
"Stevens Water Storage Tank #1 - 500,000 Gal",ATC,31
Stevens Water Storage Tank #2 - 1 Million Gal,ATC,31
Stevenson (New) Administration Building,ATC,8
"Stevenson Administration Bldg -  Reservoir (600,000 gallon capacity)",ATC,36
Stone & Masonary Sign with lighting,ATC,23
Stone & Masonary Sign with Lights  #1,ATC,23
Stone & Masonary Sign with Lights #1,ATC,23
Stone & Masonary Sign with Lights #2,ATC,23
Stone & Masonry Sign,ATC,23
Stone and Masonry Sign,ATC,23
Stone Columns,ATC,23
Stone Columns (28),ATC,23
Stone Columns 30 out of 150,ATC,23
Stone Monument,ATC,10
Stone Pillar (7),ATC,23
Stone Pillars (21),ATC,23
Stone Pillars (30),ATC,23
Stone Pillars (7),ATC,23
Stone Pillars (86),ATC,23
Stone Veneer with Lights,ATC,23
Stone Wall,ATC,23
Stone Walls (4),ATC,23
Stone Waterfall,ATC,10
Stone/Masonary Columns (78),ATC,23
Stonebridge Park - Playground & Amenities,ATC,10
Stoneflower Park - 2 benches & Trash recepticals,ATC,10
Stonegate Offices,ATC,8
Stonegate Sign & Wall E. of Chambers,ATC,23
Storage,ATC,6
Storage - Carbonate Hill,ATC,6
Storage - CD Building,ATC,6
Storage 280- Barn including Improvements,ATC,6
Storage and Office.  SI: asphalt paving & flagpole,ATC,8
Storage at Treatment Plant,ATC,32
Storage Building,ATC,6
Storage Building - Calhan Library,ATC,10
Storage Building - Near Treatment Plant #2,ATC,6
Storage Building - Sports,ATC,6
Storage Building #1,ATC,6
Storage Building #2,ATC,6
Storage Building @ Schaefer Athletic Complex,ATC,6
Storage Building for Equipment,ATC,6
Storage Container,ATC,6
"Storage Container, Concrete Pad, and Compressors",ATC,6
Storage Garage,ATC,6
Storage -P&R Tough Shed,ATC,6
Storage Shed,ATC,6
Storage Shed - (Wooden)  Admin Area,ATC,6
Storage Shed - East Portal,ATC,6
Storage Shed - Metal (near water tanks),ATC,6
Storage Shed - Moving - North,ATC,6
Storage Shed #1,ATC,6
Storage Shed #2,ATC,6
Storage Shed #3,ATC,6
Storage Shed #4,ATC,6
Storage Shed (16' x 21'),ATC,6
Storage Shed (2 Units),ATC,6
Storage Shed (3 bay),ATC,6
Storage Shed (horticulture) WW GC So,ATC,6
Storage Shed A,ATC,6
Storage Shed A at Paintbrush Park,ATC,6
Storage Shed added to Garage,ATC,6
Storage Shed at Rec Center,ATC,6
Storage Shed B,ATC,6
Storage Shed B at Paintbrush Park,ATC,6
Storage Shed C,ATC,6
Storage Shed C at Paintbrush Park,ATC,6
Storage Shed D,ATC,6
Storage Shed -lawn mower / repair supply,ATC,6
Storage Shed with Porch,ATC,6
Storage Tank,ATC,6
Storage Tank  1MG,ATC,6
"Storage Tank - 250,000 Gal",ATC,6
Storage Tank  510 34 RD,ATC,6
Storage Tank 1,ATC,6
Storage Tank 2,ATC,6
Storage Tank 2/Pump St,ATC,31
Storage Tank 240K Gallon,ATC,6
Storage Tank 3,ATC,6
Storage Tank 4,ATC,6
"Storage Tank No. 1 - 48,000 gal",ATC,6
"Storage Tank No. 2 - 62,000 gal",ATC,6
Storage Tanks,ATC,6
Storage Unit,ATC,6
Storage Unit E180,ATC,6
Storage Unit/Training Facility,ATC,6
Storage Warehouse,ATC,6
Storage-(Station 2),ATC,6
Storage/Garage,ATC,6
Storage/Maintenance,ATC,6
Storage/Maintenance Tuffshed at Mary's Lake CG,ATC,6
Storage/Maze,ATC,6
Storage/Meeting Room including Site Improvements (Paving),ATC,6
Storage-Station 6,ATC,6
Store @ Estes Park Camp Ground-Mary's Lake,ATC,10
Store @ Estes Park Campground - East Portal,ATC,10
Storm Drain,ATC,36
Storm Drainage System,ATC,36
Storm Pipe (1500 LF),ATC,36
Storm Sewer - 15' Type R,ATC,32
"Storm Sewer - 18"" FES",ATC,32
"Storm Sewer - 18"" RCP CL III TG/ C-443  0-8' w/squeegee",ATC,32
"Storm Sewer - 24"" FES",ATC,32
"Storm Sewer - 24"" RCP CL III TG/ C-443  0-8' w/squeegee",ATC,32
Storm Sewer - 3' Type 16 Inlet,ATC,32
Storm Sewer - 3' Type 16 Inlet Modified,ATC,32
"Storm Sewer - 30"" FES",ATC,32
"Storm Sewer - 30"" RCP CL III TG/ C-443  0-8' w/squeegee",ATC,32
"Storm Sewer - 36"" FES",ATC,32
"Storm Sewer - 36"" RCP CL III TG/ C-443  0-8' w/squeegee",ATC,32
"Storm Sewer - 5' Diameter MH (0-8) w/ 24"" Cover",ATC,32
Storm Sewer - 6' Type 16 Inlet,ATC,32
Storm Sewer - 6' Type 16 Inlet Modified,ATC,32
Storm Sewer - 9' Type 16 Inlet,ATC,32
Storm Sewer - Forebays,ATC,32
Storm Sewer - Mirco Pool,ATC,32
Storm Sewer - Outlet Structures,ATC,32
Storm Sewer - Pond Maintenance Road,ATC,32
Storm Sewer - Trickle Channel,ATC,32
Storm Sewer - Type 'L' Rip Rap,ATC,32
Storm Sewer - Type 'M' Buried Rip Rap,ATC,32
Storm Sewer - Type 'M' Rip Rap,ATC,32
Storm Sewer - Type 'M' Rip Rap w/Bedding,ATC,32
Storm Sewer Improvements: 18-inch RCP & end sections,ATC,32
"Storm Sewer System - 3 RCPs, 2 Manholes, 2 Inlents, 6"" HDPE, Cleanout, & Forebay",ATC,32
Stormwater Outlet Structure at Water Quality Pond,ATC,31
Strawberry Park BPS 1,ATC,10
Strawberry Park BPS 2,ATC,10
Strawberry Park Bridge #1,ATC,10
Strawberry Park Bridge #2,ATC,10
Strawberry Park Bridge #3,ATC,10
Strawberry Park RTU 1,ATC,10
Strawberry Park RTU 2,ATC,10
Strawberry Park Tank 1 (0.06MG) Underground,ATC,10
Strawberry Park Tank 2 (0.06MG) Underground,ATC,10
Streamside BPS,ATC,23
Street Furniture,ATC,23
Street Light Sensor,ATC,23
Street Lighting & Signage,ATC,23
Street Lights,ATC,23
Street Lights - 11 total MFA,ATC,23
Street Lights - 26 Total Dalzell,ATC,23
Street Lights - 4 total Seckner Alley,ATC,23
Street Lights - 5 total OFAE,ATC,23
Street Lights - 9 total WMtn Alley,ATC,23
Street Lights (114),ATC,23
Street Lights 18 total OFAW,ATC,23
Street Lights Various Locations,ATC,23
Street Monument,ATC,10
Street Sign Posts,ATC,23
Street Signs,ATC,23
Streetlighting,ATC,23
Streets,ATC,23
Streets & Parks Office Trailer & 2 Connexes,ATC,8
Streetscape Improvements at the R-O-W,ATC,23
Streetscapes - CIP Splashblock,ATC,23
"Streetscapes - Electrical, Outlets (w/Footing)",ATC,30
"Streetscapes - Picadilly Entry Monument Sign, Secondary Monument Sign, Dry Stacked Boulder Walls, Signature Picadilly Fencing",ATC,10
Streetscaping - Concrete Paving & Concrete Band/Edger,ATC,23
Streetscaping - Irrigation System,ATC,32
"Streetscaping - Landscape Materials, Trees (Ornamental, Decidious, Evergreen), Shrubs (5 GAL) & Perennial/Vines",ATC,20
Stripgen Property - Entry Monument,ATC,10
Stripgen Property - Kiosk,ATC,23
Structures,ATC,23
Structures and Equipment,ATC,23
"Structures, Garden Beds - Open Space",ATC,23
"Structures/Park Benches/Tables	",ATC,10
Subdivision Fencing   -,ATC,23
Submersible Pump & Ford II Well House,ATC,31
Sulfur Dioxide Building,ATC,15
Sulphur Gulch Sampling Station w/Telemetry,ATC,15
Summerwood Entry Gate,ATC,23
Summerwood Pump Station,ATC,31
Summit View Elementary - Restroom,ATC,10
Summit View Pump Station,ATC,31
Summit Well,ATC,31
Sundance Pump Station,ATC,31
Sundance StorageTank #1,ATC,6
Sundial Sculpture,ATC,10
Sunlight - Television Translator - Building & Digital Equipment,ATC,23
Sunrise Vista Park - Asphalt Paths,ATC,10
Sunrise Vista Park - Basketball Court,ATC,10
Sunrise Vista Park - Culvert,ATC,10
Sunrise Vista Park - Irrigation System,ATC,10
"Sunrise Vista Park - Park Benches, Bike Rack, Picnic Table",ATC,10
Sunrise Vista Park - Park Trash Can,ATC,10
Sunrise Vista Park - Plants,ATC,10
Sunrise Vista Park - Playground (New),ATC,10
Sunrise Vista Park - Signage,ATC,10
Sunrise Vista Park - Wrought Iron Fence,ATC,10
"Sunrise Vista Park- Tennis Court (New), Port-o-let enclosure",ATC,10
Sunrise Water Tank,ATC,31
Sunset Beach Cabanas 6,ATC,10
Sunset Park - Backstop/Goals/Hoop,ATC,10
Sunset Park - Baseball Fence,ATC,10
Sunset Park - Basketball Courts,ATC,10
Sunset Park - BBQs (4),ATC,10
Sunset Park - Benches (15),ATC,10
Sunset Park - Gazebo/Shade Structure,ATC,10
Sunset Park - Large Sign,ATC,10
Sunset Park - Pet Stations (4),ATC,10
Sunset Park - Picnic Shelter,ATC,10
Sunset Park - Picnic Tables (9),ATC,10
Sunset Park - Signage,ATC,10
"Sunset Park - Tennis Courts, Port-o-let enclosure (2)",ATC,10
Sunset Park - Trash Cans (12),ATC,10
Sunset Park Playground,ATC,10
Sunset Park(20x20 Steel Shelter),ATC,10
Sunset Structure,ATC,23
Superintendent Residence 1,ATC,1
Superintendent Residence 2 - Vacant,ATC,1
Superior Pump Station,ATC,31
Supervisors Office - Modular Trailer,ATC,8
Supply Canal Bifurcation - Turnout,ATC,23
Supply Canal Equipment - Turnout,ATC,23
"Surface Water Diversion Structure / Golf Course Transfer Pump Station incl structure, pumps, electrical, aluminum grate",ATC,10
Surface Water Treatment Plant,ATC,31
Surface Water Treatment Plant (Backwash Pond/Fencing/Liners),ATC,31
Surface Water Treatment Plant (Storage Shed),ATC,6
Surfboard Bench LED Lighting (2),ATC,23
Surfboard benches (1),ATC,10
Surfboard Benches (2),ATC,10
Surf's Super Shelter (winter),ATC,23
SW Corner of HWY 34 and Sculptor Dr.,ATC,23
SW Covered Storage,ATC,6
SW Garage/Shop/Storage,ATC,6
"SW Office, Lab",ATC,8
Swank Tower,ATC,23
Swan's Nest Housing:  Dwelling A,ATC,31
Swan's Nest Housing:  Dwelling B,ATC,31
Swan's Nest Housing:  Dwelling C,ATC,31
Swan's Nest Housing:  Dwelling D,ATC,31
Sweetwater #5 Well,ATC,31
Sweetwater Park,ATC,10
Sweetwater Park Bridge 1-2,ATC,10
Sweetwater Park Bridge 2-2,ATC,10
Swift Gulch,ATC,23
Swimming Pool,ATC,10
Swimming Pool - Large,ATC,10
Swimming Pool - Small,ATC,10
Swimming Pool #1,ATC,10
Swimming Pool #1 includes Fence and Furniture,ATC,10
Swimming Pool #2,ATC,10
"Swimming Pool #2 includes furniture.  SI: fencing, bicycle rack, playground equipment, benches and signage.",ATC,10
"Swimming Pool and Cover.  SI: concrete paving, asphalt paving and wading pool.",ATC,10
Swimming Pool at Rec Center,ATC,10
Swimming Pool Filter,ATC,10
Swimming Pool Filtration Building,ATC,10
Swimming pool furniture and pool cover,ATC,10
Swimming Pool Storage Garage,ATC,10
Swimming Pool with Lift,ATC,10
Swimming Pool with Splash Pad,ATC,10
"Swimming Pool, outdoor",ATC,10
Swimming Pools,ATC,10
Swimming pools - structure only (excl fence/furniture/cabana/heating equip),ATC,10
Swing Set,ATC,23
Swings - 2 Bays,ATC,23
Swings - Tract F,ATC,23
Switchgear w/ Power Link G#,ATC,23
Swmming Pool,ATC,10
SWRF:  Administration,ATC,32
SWRF:  AWT,ATC,32
SWRF:  Bio Solids,ATC,32
SWRF:  Blower Building,ATC,32
SWRF:  Chemical Building,ATC,15
SWRF:  Clarifier/RAS,ATC,32
SWRF:  DAFT / Thickener,ATC,32
SWRF:  Digester,ATC,32
SWRF:  Headworks,ATC,32
SWRF: Aeration Basin,ATC,32
SWRF: Backwash Tank,ATC,31
SWRF: Clarifier 1,ATC,32
SWRF: Clarifier 2,ATC,32
SWRF: Headworks Lift Station,ATC,31
SWRF: Secondary Bldg,ATC,32
SWSP II Mainline Valve Vault,ATC,23
SWSP II Master Meter,ATC,23
Synthetic Turf and Full Pad,ATC,23
Table at Park #1,ATC,10
"Table Rock Pump - Tank 500K gallon - includes: (1) 100hp, (1) 40hp, and (1) 15hp pumps, VF drives, 200kw interior standby generator, controls, and 500,000 gallon capacity in-ground concrete tank.",ATC,31
Table Tennis Tables (2),ATC,10
Taft Hill Pump Station incl Site Improvements (Fencing),ATC,31
Talking Bollards (2),ATC,23
Talking Parking Meters,ATC,11
Tamarisk Lift Station,ATC,31
Tammlin Pump Station - 2 pumps,ATC,31
"Tanglewood Park includes Gazebo, Putting Green, and Amenities (North)",ATC,10
Tanglewood Park Pavilion,ATC,10
Tanglewood Sports Park A,ATC,10
Tank - Ellicott,ATC,31
"Tank - Upper  (100,000 Gallon)",ATC,31
"Tank #1, PAFB (3MG)",ATC,31
Tank #2 (3MG),ATC,31
Tank #3,ATC,31
Tank #4 (4MG),ATC,31
Tank 1 Building,ATC,31
Tank 1A Above Ground 1.5M Gallon Steel Tank,ATC,31
Tank 1B Above Ground 5M Gallon Steel Tank,ATC,31
"Tank 2 - 500,000 Gallon Above Ground (welded steel tank) @ Reverse Osmosis Treatment Plant incl. scada.",ATC,31
"Tank 4 300,000 Gallon Elevated Tank",ATC,31
Tank 5 Chlorine Booster,ATC,15
"Tank 5A Above Ground 200,000Gal Steel Water Tank",ATC,31
"Tank 5B Above Ground 263,000Gal Steel Water Tank",ATC,31
"Tank 6A Above Ground 150,000 Gal Steel Tank",ATC,31
"Tank 6B Above Ground 300,000 Gal Steel Tank",ATC,31
Tank 7 Above Ground 1M Gallon Steel Tank,ATC,31
Tank and Telemtry,ATC,31
Tank Building,ATC,31
"Tank No. 1 - 500,000 gallon capacity above ground @ Reverse Osmosis Treatment Plant; bolted steel tank; includes: scada.",ATC,31
Tank Park - Restroom,ATC,10
Tank Park - Shelter,ATC,10
Tank Pump #1,ATC,31
Tank Site Area w/SCADA EDP & Pumping,ATC,31
Tank Site Storage:  Water Storage Tank (5M Gallon),ATC,31
TANK VAULT,ATC,31
"Tanks - Lower  (100,000 Gallon)",ATC,31
Tanoa Lift Station,ATC,31
Taylor Draw Dam/Gate House,ATC,23
T-Bay Restaurant/Gift Shop/Restrooms,ATC,10
TCD - Pedestrian Crosswalk Light & Controls at 3 Crossings,ATC,23
TCD w/Controls & Street Lights & Poles at 6 Intersections,ATC,23
TDW-5 and TKD-13 Wells,ATC,31
Teal Court Pump Station,ATC,31
Tee Monuments on the Golf Course,ATC,10
Telemetry & Radio Controls,ATC,23
Telemetry Equipment,ATC,23
Telemetry System,ATC,23
Telephone Pedestal,ATC,23
Telephone Pole,ATC,23
